,name,sample1,sample2,sample3,sample4,sample5,date,date_delta,measure1,measure2
581,20080720_sample3,0.0,0.0,1.0,0.0,0.0,2008-07-20,4633,30.0,150.0
582,20160916_sample3,0.0,0.0,1.0,0.0,0.0,2016-09-16,1653,45.0,100.0
583,20010203_sample4,0.0,0.0,0.0,1.0,0.0,2001-02-03,7357,36.0,237.5
584,20110515_sample2,0.0,1.0,0.0,0.0,0.0,2011-05-15,3604,31.25,75.0
585,20041227_sample2,0.0,1.0,0.0,0.0,0.0,2004-12-27,5934,15.0,75.0
586,20140906_sample2,0.0,1.0,0.0,0.0,0.0,2014-09-06,2394,35.0,150.0
587,20030306_sample1,1.0,0.0,0.0,0.0,0.0,2003-03-06,6596,14.0,13.0
588,20061206_sample4,0.0,0.0,0.0,1.0,0.0,2006-12-06,5225,36.0,212.5
589,20120520_sample1,1.0,0.0,0.0,0.0,0.0,2012-05-20,3233,28.0,15.0
590,20060509_sample3,0.0,0.0,1.0,0.0,0.0,2006-05-09,5436,28.5,170.0
591,20061117_sample2,0.0,1.0,0.0,0.0,0.0,2006-11-17,5244,20.0,75.0
592,20090710_sample1,1.0,0.0,0.0,0.0,0.0,2009-07-10,4278,25.0,16.0
593,20050708_sample4,0.0,0.0,0.0,1.0,0.0,2005-07-08,5741,28.0,187.5
594,20181121_sample1,1.0,0.0,0.0,0.0,0.0,2018-11-21,857,30.0,16.0
595,20180102_sample2,0.0,1.0,0.0,0.0,0.0,2018-01-02,1180,42.5,105.0
596,20150516_sample1,1.0,0.0,0.0,0.0,0.0,2015-05-16,2142,29.0,15.0
597,20200503_sample1,1.0,0.0,0.0,0.0,0.0,2020-05-03,328,32.0,18.0
598,20050909_sample1,1.0,0.0,0.0,0.0,0.0,2005-09-09,5678,13.0,14.0
599,20060308_sample1,1.0,0.0,0.0,0.0,0.0,2006-03-08,5498,22.0,14.0
600,20110325_sample4,0.0,0.0,0.0,1.0,0.0,2011-03-25,3655,58.0,137.5
601,20070406_sample3,0.0,0.0,1.0,0.0,0.0,2007-04-06,5104,31.5,180.0
602,20000527_sample5,0.0,0.0,0.0,0.0,1.0,2000-05-27,7609,29.25,240.0
603,20051106_sample5,0.0,0.0,0.0,0.0,1.0,2005-11-06,5620,38.25,300.0
604,20010428_sample5,0.0,0.0,0.0,0.0,1.0,2001-04-28,7273,38.25,255.0
605,20151002_sample4,0.0,0.0,0.0,1.0,0.0,2015-10-02,2003,50.0,200.0
606,20060202_sample2,0.0,1.0,0.0,0.0,0.0,2006-02-02,5532,26.25,127.5
607,20180102_sample3,0.0,0.0,1.0,0.0,0.0,2018-01-02,1180,49.5,170.0
608,20040316_sample4,0.0,0.0,0.0,1.0,0.0,2004-03-16,6220,24.0,187.5
609,20090418_sample5,0.0,0.0,0.0,0.0,1.0,2009-04-18,4361,51.75,165.0
610,20110821_sample4,0.0,0.0,0.0,1.0,0.0,2011-08-21,3506,54.0,212.5
611,20190918_sample5,0.0,0.0,0.0,0.0,1.0,2019-09-18,556,74.25,195.0
612,20190216_sample2,0.0,1.0,0.0,0.0,0.0,2019-02-16,770,38.75,97.5
613,20180620_sample3,0.0,0.0,1.0,0.0,0.0,2018-06-20,1011,49.5,100.0
614,20091119_sample2,0.0,1.0,0.0,0.0,0.0,2009-11-19,4146,25.0,97.5
615,20120117_sample5,0.0,0.0,0.0,0.0,1.0,2012-01-17,3357,60.75,255.0
616,20190120_sample4,0.0,0.0,0.0,1.0,0.0,2019-01-20,797,70.0,212.5
617,20120504_sample1,1.0,0.0,0.0,0.0,0.0,2012-05-04,3249,30.0,12.0
618,20040618_sample1,1.0,0.0,0.0,0.0,0.0,2004-06-18,6126,10.0,11.0
619,20001022_sample1,1.0,0.0,0.0,0.0,0.0,2000-10-22,7461,12.0,10.0
620,20170325_sample5,0.0,0.0,0.0,0.0,1.0,2017-03-25,1463,67.5,285.0
621,20171105_sample5,0.0,0.0,0.0,0.0,1.0,2017-11-05,1238,72.0,210.0
622,20171219_sample5,0.0,0.0,0.0,0.0,1.0,2017-12-19,1194,74.25,300.0
623,20100422_sample4,0.0,0.0,0.0,1.0,0.0,2010-04-22,3992,48.0,137.5
624,20060522_sample2,0.0,1.0,0.0,0.0,0.0,2006-05-22,5423,27.5,135.0
625,20121201_sample1,1.0,0.0,0.0,0.0,0.0,2012-12-01,3038,30.0,18.0
626,20200924_sample1,1.0,0.0,0.0,0.0,0.0,2020-09-24,184,35.0,18.0
627,20161109_sample1,1.0,0.0,0.0,0.0,0.0,2016-11-09,1599,30.0,18.0
628,20040918_sample2,0.0,1.0,0.0,0.0,0.0,2004-09-18,6034,20.0,135.0
629,20100509_sample4,0.0,0.0,0.0,1.0,0.0,2010-05-09,3975,38.0,212.5
630,20100505_sample1,1.0,0.0,0.0,0.0,0.0,2010-05-05,3979,20.0,18.0
631,20000603_sample1,1.0,0.0,0.0,0.0,0.0,2000-06-03,7602,16.0,17.0
632,20100114_sample2,0.0,1.0,0.0,0.0,0.0,2010-01-14,4090,28.75,112.5
633,20160602_sample1,1.0,0.0,0.0,0.0,0.0,2016-06-02,1759,32.0,11.0
634,20090710_sample1,1.0,0.0,0.0,0.0,0.0,2009-07-10,4278,18.0,15.0
635,20100818_sample3,0.0,0.0,1.0,0.0,0.0,2010-08-18,3874,30.0,190.0
636,20160725_sample3,0.0,0.0,1.0,0.0,0.0,2016-07-25,1706,52.5,190.0
637,20080510_sample5,0.0,0.0,0.0,0.0,1.0,2008-05-10,4704,54.0,150.0
638,20051226_sample5,0.0,0.0,0.0,0.0,1.0,2005-12-26,5570,33.75,225.0
639,20181001_sample1,1.0,0.0,0.0,0.0,0.0,2018-10-01,908,34.0,20.0
640,20020713_sample5,0.0,0.0,0.0,0.0,1.0,2002-07-13,6832,45.0,165.0
641,20180519_sample2,0.0,1.0,0.0,0.0,0.0,2018-05-19,1043,40.0,105.0
642,20190725_sample2,0.0,1.0,0.0,0.0,0.0,2019-07-25,611,37.5,142.5
643,20180303_sample5,0.0,0.0,0.0,0.0,1.0,2018-03-03,1120,69.75,165.0
644,20150601_sample1,1.0,0.0,0.0,0.0,0.0,2015-06-01,2126,28.0,16.0
645,20050720_sample5,0.0,0.0,0.0,0.0,1.0,2005-07-20,5729,45.0,255.0
646,20160624_sample3,0.0,0.0,1.0,0.0,0.0,2016-06-24,1737,46.5,150.0
647,20030712_sample2,0.0,1.0,0.0,0.0,0.0,2003-07-12,6468,12.5,90.0
648,20131204_sample4,0.0,0.0,0.0,1.0,0.0,2013-12-04,2670,52.0,225.0
649,20011225_sample3,0.0,0.0,1.0,0.0,0.0,2001-12-25,7032,30.0,180.0
650,20150713_sample2,0.0,1.0,0.0,0.0,0.0,2015-07-13,2084,33.75,135.0
651,20170220_sample5,0.0,0.0,0.0,0.0,1.0,2017-02-20,1496,72.0,225.0
652,20170421_sample5,0.0,0.0,0.0,0.0,1.0,2017-04-21,1436,76.5,285.0
653,20201026_sample4,0.0,0.0,0.0,1.0,0.0,2020-10-26,152,66.0,162.5
654,20000624_sample1,1.0,0.0,0.0,0.0,0.0,2000-06-24,7581,16.0,17.0
655,20030427_sample1,1.0,0.0,0.0,0.0,0.0,2003-04-27,6544,19.0,20.0
656,20141109_sample2,0.0,1.0,0.0,0.0,0.0,2014-11-09,2330,36.25,127.5
657,20161015_sample3,0.0,0.0,1.0,0.0,0.0,2016-10-15,1624,51.0,140.0
658,20160408_sample5,0.0,0.0,0.0,0.0,1.0,2016-04-08,1814,78.75,300.0
659,20070808_sample2,0.0,1.0,0.0,0.0,0.0,2007-08-08,4980,26.25,127.5
660,20190417_sample2,0.0,1.0,0.0,0.0,0.0,2019-04-17,710,40.0,82.5
661,20171225_sample5,0.0,0.0,0.0,0.0,1.0,2017-12-25,1188,76.5,150.0
662,20160110_sample2,0.0,1.0,0.0,0.0,0.0,2016-01-10,1903,42.5,127.5
663,20180219_sample3,0.0,0.0,1.0,0.0,0.0,2018-02-19,1132,48.0,170.0
664,20061212_sample1,1.0,0.0,0.0,0.0,0.0,2006-12-12,5219,24.0,18.0
665,20080726_sample4,0.0,0.0,0.0,1.0,0.0,2008-07-26,4627,42.0,237.5
666,20020206_sample2,0.0,1.0,0.0,0.0,0.0,2002-02-06,6989,23.75,97.5
667,20091101_sample1,1.0,0.0,0.0,0.0,0.0,2009-11-01,4164,16.0,10.0
668,20141103_sample4,0.0,0.0,0.0,1.0,0.0,2014-11-03,2336,56.0,250.0
669,20100412_sample4,0.0,0.0,0.0,1.0,0.0,2010-04-12,4002,48.0,212.5
670,20110410_sample1,1.0,0.0,0.0,0.0,0.0,2011-04-10,3639,27.0,11.0
671,20191003_sample2,0.0,1.0,0.0,0.0,0.0,2019-10-03,541,40.0,105.0
672,20151021_sample3,0.0,0.0,1.0,0.0,0.0,2015-10-21,1984,43.5,150.0
673,20110327_sample3,0.0,0.0,1.0,0.0,0.0,2011-03-27,3653,45.0,170.0
674,20190807_sample2,0.0,1.0,0.0,0.0,0.0,2019-08-07,598,40.0,112.5
675,20161024_sample1,1.0,0.0,0.0,0.0,0.0,2016-10-24,1615,30.0,13.0
676,20050512_sample3,0.0,0.0,1.0,0.0,0.0,2005-05-12,5798,18.0,110.0
677,20080620_sample2,0.0,1.0,0.0,0.0,0.0,2008-06-20,4663,23.75,142.5
678,20120312_sample5,0.0,0.0,0.0,0.0,1.0,2012-03-12,3302,58.5,195.0
679,20190111_sample3,0.0,0.0,1.0,0.0,0.0,2019-01-11,806,51.0,140.0
680,20020311_sample3,0.0,0.0,1.0,0.0,0.0,2002-03-11,6956,16.5,120.0
681,20020203_sample1,1.0,0.0,0.0,0.0,0.0,2002-02-03,6992,16.0,18.0
682,20160125_sample1,1.0,0.0,0.0,0.0,0.0,2016-01-25,1888,35.0,13.0
683,20190601_sample1,1.0,0.0,0.0,0.0,0.0,2019-06-01,665,30.0,14.0
684,20030723_sample3,0.0,0.0,1.0,0.0,0.0,2003-07-23,6457,22.5,110.0
685,20110813_sample5,0.0,0.0,0.0,0.0,1.0,2011-08-13,3514,60.75,225.0
686,20160128_sample2,0.0,1.0,0.0,0.0,0.0,2016-01-28,1885,40.0,112.5
687,20200903_sample2,0.0,1.0,0.0,0.0,0.0,2020-09-03,205,40.0,105.0
688,20080104_sample4,0.0,0.0,0.0,1.0,0.0,2008-01-04,4831,30.0,137.5
689,20020508_sample5,0.0,0.0,0.0,0.0,1.0,2002-05-08,6898,42.75,150.0
690,20070710_sample4,0.0,0.0,0.0,1.0,0.0,2007-07-10,5009,36.0,225.0
691,20011028_sample2,0.0,1.0,0.0,0.0,0.0,2001-10-28,7090,15.0,97.5
692,20190510_sample2,0.0,1.0,0.0,0.0,0.0,2019-05-10,687,42.5,150.0
693,20120615_sample4,0.0,0.0,0.0,1.0,0.0,2012-06-15,3207,50.0,175.0
694,20190201_sample2,0.0,1.0,0.0,0.0,0.0,2019-02-01,785,42.5,142.5
695,20150828_sample2,0.0,1.0,0.0,0.0,0.0,2015-08-28,2038,32.5,90.0
696,20190426_sample2,0.0,1.0,0.0,0.0,0.0,2019-04-26,701,38.75,90.0
697,20000513_sample2,0.0,1.0,0.0,0.0,0.0,2000-05-13,7623,17.5,105.0
698,20111206_sample4,0.0,0.0,0.0,1.0,0.0,2011-12-06,3399,56.0,200.0
699,20160718_sample5,0.0,0.0,0.0,0.0,1.0,2016-07-18,1713,72.0,240.0
700,20010725_sample5,0.0,0.0,0.0,0.0,1.0,2001-07-25,7185,24.75,300.0
701,20000926_sample2,0.0,1.0,0.0,0.0,0.0,2000-09-26,7487,23.75,112.5
702,20140425_sample1,1.0,0.0,0.0,0.0,0.0,2014-04-25,2528,28.0,20.0
703,20170103_sample4,0.0,0.0,0.0,1.0,0.0,2017-01-03,1544,60.0,150.0
704,20100514_sample4,0.0,0.0,0.0,1.0,0.0,2010-05-14,3970,48.0,175.0
705,20150523_sample4,0.0,0.0,0.0,1.0,0.0,2015-05-23,2135,52.0,200.0
706,20101128_sample1,1.0,0.0,0.0,0.0,0.0,2010-11-28,3772,24.0,14.0
707,20180816_sample5,0.0,0.0,0.0,0.0,1.0,2018-08-16,954,74.25,195.0
708,20110222_sample4,0.0,0.0,0.0,1.0,0.0,2011-02-22,3686,50.0,162.5
709,20180925_sample3,0.0,0.0,1.0,0.0,0.0,2018-09-25,914,51.0,110.0
710,20030524_sample5,0.0,0.0,0.0,0.0,1.0,2003-05-24,6517,29.25,150.0
711,20190324_sample5,0.0,0.0,0.0,0.0,1.0,2019-03-24,734,69.75,300.0
712,20040407_sample2,0.0,1.0,0.0,0.0,0.0,2004-04-07,6198,12.5,75.0
713,20090921_sample4,0.0,0.0,0.0,1.0,0.0,2009-09-21,4205,46.0,125.0
714,20151118_sample4,0.0,0.0,0.0,1.0,0.0,2015-11-18,1956,56.0,162.5
715,20080108_sample5,0.0,0.0,0.0,0.0,1.0,2008-01-08,4827,36.0,225.0
716,20181010_sample3,0.0,0.0,1.0,0.0,0.0,2018-10-10,899,48.0,130.0
717,20191223_sample2,0.0,1.0,0.0,0.0,0.0,2019-12-23,460,38.75,150.0
718,20101010_sample1,1.0,0.0,0.0,0.0,0.0,2010-10-10,3821,19.0,13.0
719,20180813_sample4,0.0,0.0,0.0,1.0,0.0,2018-08-13,957,62.0,250.0
720,20000423_sample1,1.0,0.0,0.0,0.0,0.0,2000-04-23,7643,17.0,15.0
721,20070501_sample2,0.0,1.0,0.0,0.0,0.0,2007-05-01,5079,18.75,97.5
722,20090914_sample3,0.0,0.0,1.0,0.0,0.0,2009-09-14,4212,37.5,100.0
723,20060119_sample2,0.0,1.0,0.0,0.0,0.0,2006-01-19,5546,22.5,97.5
724,20010403_sample4,0.0,0.0,0.0,1.0,0.0,2001-04-03,7298,30.0,200.0
725,20100326_sample5,0.0,0.0,0.0,0.0,1.0,2010-03-26,4019,36.0,165.0
726,20070905_sample2,0.0,1.0,0.0,0.0,0.0,2007-09-05,4952,31.25,112.5
727,20191120_sample1,1.0,0.0,0.0,0.0,0.0,2019-11-20,493,34.0,13.0
728,20140323_sample2,0.0,1.0,0.0,0.0,0.0,2014-03-23,2561,37.5,150.0
729,20121124_sample4,0.0,0.0,0.0,1.0,0.0,2012-11-24,3045,50.0,212.5
730,20160627_sample2,0.0,1.0,0.0,0.0,0.0,2016-06-27,1734,43.75,142.5
731,20060315_sample1,1.0,0.0,0.0,0.0,0.0,2006-03-15,5491,24.0,11.0
732,20091104_sample4,0.0,0.0,0.0,1.0,0.0,2009-11-04,4161,44.0,237.5
733,20050719_sample5,0.0,0.0,0.0,0.0,1.0,2005-07-19,5730,38.25,225.0
734,20161203_sample5,0.0,0.0,0.0,0.0,1.0,2016-12-03,1575,76.5,225.0
735,20140915_sample2,0.0,1.0,0.0,0.0,0.0,2014-09-15,2385,37.5,90.0
736,20140403_sample4,0.0,0.0,0.0,1.0,0.0,2014-04-03,2550,52.0,250.0
737,20101002_sample3,0.0,0.0,1.0,0.0,0.0,2010-10-02,3829,27.0,120.0
738,20020416_sample2,0.0,1.0,0.0,0.0,0.0,2002-04-16,6920,18.75,82.5
739,20140424_sample5,0.0,0.0,0.0,0.0,1.0,2014-04-24,2529,58.5,285.0
740,20090323_sample3,0.0,0.0,1.0,0.0,0.0,2009-03-23,4387,28.5,110.0
741,20090724_sample5,0.0,0.0,0.0,0.0,1.0,2009-07-24,4264,49.5,225.0
742,20160828_sample5,0.0,0.0,0.0,0.0,1.0,2016-08-28,1672,67.5,285.0
743,20130614_sample4,0.0,0.0,0.0,1.0,0.0,2013-06-14,2843,52.0,187.5
744,20140401_sample2,0.0,1.0,0.0,0.0,0.0,2014-04-01,2552,37.5,142.5
745,20070514_sample4,0.0,0.0,0.0,1.0,0.0,2007-05-14,5066,44.0,200.0
746,20131203_sample4,0.0,0.0,0.0,1.0,0.0,2013-12-03,2671,54.0,162.5
747,20140712_sample1,1.0,0.0,0.0,0.0,0.0,2014-07-12,2450,26.0,14.0
748,20141019_sample2,0.0,1.0,0.0,0.0,0.0,2014-10-19,2351,31.25,150.0
749,20001007_sample2,0.0,1.0,0.0,0.0,0.0,2000-10-07,7476,18.75,120.0
750,20010314_sample2,0.0,1.0,0.0,0.0,0.0,2001-03-14,7318,15.0,127.5
751,20130405_sample1,1.0,0.0,0.0,0.0,0.0,2013-04-05,2913,25.0,17.0
752,20040511_sample5,0.0,0.0,0.0,0.0,1.0,2004-05-11,6164,33.75,210.0
753,20110818_sample5,0.0,0.0,0.0,0.0,1.0,2011-08-18,3509,60.75,285.0
754,20060416_sample3,0.0,0.0,1.0,0.0,0.0,2006-04-16,5459,25.5,200.0
755,20160215_sample5,0.0,0.0,0.0,0.0,1.0,2016-02-15,1867,78.75,285.0
756,20081209_sample4,0.0,0.0,0.0,1.0,0.0,2008-12-09,4491,50.0,237.5
757,20020222_sample2,0.0,1.0,0.0,0.0,0.0,2002-02-22,6973,13.75,90.0
758,20031113_sample3,0.0,0.0,1.0,0.0,0.0,2003-11-13,6344,15.0,130.0
759,20200703_sample4,0.0,0.0,0.0,1.0,0.0,2020-07-03,267,60.0,225.0
760,20020802_sample5,0.0,0.0,0.0,0.0,1.0,2002-08-02,6812,45.0,180.0
761,20200112_sample4,0.0,0.0,0.0,1.0,0.0,2020-01-12,440,62.0,225.0
762,20150210_sample1,1.0,0.0,0.0,0.0,0.0,2015-02-10,2237,30.0,14.0
763,20160813_sample4,0.0,0.0,0.0,1.0,0.0,2016-08-13,1687,64.0,150.0
764,20020616_sample1,1.0,0.0,0.0,0.0,0.0,2002-06-16,6859,14.0,10.0
765,20170503_sample4,0.0,0.0,0.0,1.0,0.0,2017-05-03,1424,64.0,250.0
766,20061223_sample5,0.0,0.0,0.0,0.0,1.0,2006-12-23,5208,40.5,150.0
767,20100220_sample5,0.0,0.0,0.0,0.0,1.0,2010-02-20,4053,42.75,255.0
768,20140410_sample4,0.0,0.0,0.0,1.0,0.0,2014-04-10,2543,58.0,125.0
769,20070604_sample4,0.0,0.0,0.0,1.0,0.0,2007-06-04,5045,30.0,137.5
770,20130716_sample4,0.0,0.0,0.0,1.0,0.0,2013-07-16,2811,56.0,125.0
771,20130524_sample5,0.0,0.0,0.0,0.0,1.0,2013-05-24,2864,60.75,180.0
772,20181109_sample3,0.0,0.0,1.0,0.0,0.0,2018-11-09,869,46.5,170.0
773,20150917_sample1,1.0,0.0,0.0,0.0,0.0,2015-09-17,2018,27.0,16.0
774,20190727_sample1,1.0,0.0,0.0,0.0,0.0,2019-07-27,609,34.0,17.0
775,20020119_sample2,0.0,1.0,0.0,0.0,0.0,2002-01-19,7007,23.75,150.0
776,20150808_sample2,0.0,1.0,0.0,0.0,0.0,2015-08-08,2058,31.25,127.5
777,20050210_sample5,0.0,0.0,0.0,0.0,1.0,2005-02-10,5889,42.75,180.0
778,20140615_sample4,0.0,0.0,0.0,1.0,0.0,2014-06-15,2477,56.0,250.0
779,20080225_sample3,0.0,0.0,1.0,0.0,0.0,2008-02-25,4779,36.0,180.0
780,20160705_sample3,0.0,0.0,1.0,0.0,0.0,2016-07-05,1726,49.5,160.0
781,20010522_sample3,0.0,0.0,1.0,0.0,0.0,2001-05-22,7249,16.5,170.0
782,20030404_sample5,0.0,0.0,0.0,0.0,1.0,2003-04-04,6567,22.5,240.0
783,20050106_sample5,0.0,0.0,0.0,0.0,1.0,2005-01-06,5924,31.5,165.0
784,20010422_sample4,0.0,0.0,0.0,1.0,0.0,2001-04-22,7279,38.0,175.0
785,20131124_sample1,1.0,0.0,0.0,0.0,0.0,2013-11-24,2680,26.0,20.0
786,20150513_sample3,0.0,0.0,1.0,0.0,0.0,2015-05-13,2145,37.5,110.0
787,20090111_sample1,1.0,0.0,0.0,0.0,0.0,2009-01-11,4458,23.0,19.0
788,20110214_sample1,1.0,0.0,0.0,0.0,0.0,2011-02-14,3694,27.0,10.0
789,20110625_sample5,0.0,0.0,0.0,0.0,1.0,2011-06-25,3563,65.25,240.0
790,20010117_sample4,0.0,0.0,0.0,1.0,0.0,2001-01-17,7374,26.0,250.0
791,20110114_sample1,1.0,0.0,0.0,0.0,0.0,2011-01-14,3725,27.0,13.0
792,20160928_sample5,0.0,0.0,0.0,0.0,1.0,2016-09-28,1641,72.0,150.0
793,20111106_sample3,0.0,0.0,1.0,0.0,0.0,2011-11-06,3429,45.0,160.0
794,20021216_sample1,1.0,0.0,0.0,0.0,0.0,2002-12-16,6676,11.0,17.0
795,20040217_sample4,0.0,0.0,0.0,1.0,0.0,2004-02-17,6248,34.0,187.5
796,20030505_sample5,0.0,0.0,0.0,0.0,1.0,2003-05-05,6536,38.25,165.0
797,20060901_sample4,0.0,0.0,0.0,1.0,0.0,2006-09-01,5321,48.0,237.5
798,20081012_sample2,0.0,1.0,0.0,0.0,0.0,2008-10-12,4549,26.25,75.0
799,20090913_sample2,0.0,1.0,0.0,0.0,0.0,2009-09-13,4213,21.25,90.0
800,20020122_sample2,0.0,1.0,0.0,0.0,0.0,2002-01-22,7004,17.5,112.5
801,20061010_sample1,1.0,0.0,0.0,0.0,0.0,2006-10-10,5282,21.0,20.0
802,20010517_sample2,0.0,1.0,0.0,0.0,0.0,2001-05-17,7254,17.5,127.5
803,20120504_sample3,0.0,0.0,1.0,0.0,0.0,2012-05-04,3249,42.0,200.0
804,20140713_sample4,0.0,0.0,0.0,1.0,0.0,2014-07-13,2449,54.0,137.5
805,20000322_sample4,0.0,0.0,0.0,1.0,0.0,2000-03-22,7675,38.0,137.5
806,20200218_sample5,0.0,0.0,0.0,0.0,1.0,2020-02-18,403,74.25,240.0
807,20061118_sample2,0.0,1.0,0.0,0.0,0.0,2006-11-18,5243,25.0,97.5
808,20070328_sample4,0.0,0.0,0.0,1.0,0.0,2007-03-28,5113,50.0,200.0
809,20191009_sample4,0.0,0.0,0.0,1.0,0.0,2019-10-09,535,60.0,237.5
810,20121105_sample1,1.0,0.0,0.0,0.0,0.0,2012-11-05,3064,27.0,14.0
811,20011210_sample5,0.0,0.0,0.0,0.0,1.0,2001-12-10,7047,38.25,285.0
812,20030327_sample3,0.0,0.0,1.0,0.0,0.0,2003-03-27,6575,24.0,190.0
813,20110907_sample4,0.0,0.0,0.0,1.0,0.0,2011-09-07,3489,50.0,175.0
814,20081009_sample3,0.0,0.0,1.0,0.0,0.0,2008-10-09,4552,31.5,130.0
815,20000210_sample3,0.0,0.0,1.0,0.0,0.0,2000-02-10,7716,19.5,180.0
816,20010509_sample2,0.0,1.0,0.0,0.0,0.0,2001-05-09,7262,25.0,112.5
817,20160717_sample4,0.0,0.0,0.0,1.0,0.0,2016-07-17,1714,68.0,187.5
818,20190814_sample4,0.0,0.0,0.0,1.0,0.0,2019-08-14,591,66.0,150.0
819,20110410_sample1,1.0,0.0,0.0,0.0,0.0,2011-04-10,3639,28.0,13.0
820,20161101_sample2,0.0,1.0,0.0,0.0,0.0,2016-11-01,1607,42.5,120.0
821,20040813_sample1,1.0,0.0,0.0,0.0,0.0,2004-08-13,6070,20.0,10.0
822,20010222_sample5,0.0,0.0,0.0,0.0,1.0,2001-02-22,7338,38.25,300.0
823,20060825_sample1,1.0,0.0,0.0,0.0,0.0,2006-08-25,5328,21.0,16.0
824,20141214_sample3,0.0,0.0,1.0,0.0,0.0,2014-12-14,2295,40.5,130.0
825,20180924_sample1,1.0,0.0,0.0,0.0,0.0,2018-09-24,915,35.0,19.0
826,20190328_sample1,1.0,0.0,0.0,0.0,0.0,2019-03-28,730,31.0,13.0
827,20100902_sample1,1.0,0.0,0.0,0.0,0.0,2010-09-02,3859,15.0,17.0
828,20081205_sample3,0.0,0.0,1.0,0.0,0.0,2008-12-05,4495,34.5,130.0
829,20021015_sample3,0.0,0.0,1.0,0.0,0.0,2002-10-15,6738,25.5,200.0
830,20110210_sample1,1.0,0.0,0.0,0.0,0.0,2011-02-10,3698,30.0,12.0
831,20020225_sample5,0.0,0.0,0.0,0.0,1.0,2002-02-25,6970,31.5,285.0
832,20160320_sample5,0.0,0.0,0.0,0.0,1.0,2016-03-20,1833,69.75,285.0
833,20020212_sample4,0.0,0.0,0.0,1.0,0.0,2002-02-12,6983,22.0,150.0
834,20040725_sample1,1.0,0.0,0.0,0.0,0.0,2004-07-25,6089,10.0,19.0
835,20051202_sample2,0.0,1.0,0.0,0.0,0.0,2005-12-02,5594,21.25,105.0
836,20110218_sample2,0.0,1.0,0.0,0.0,0.0,2011-02-18,3690,31.25,135.0
837,20150511_sample5,0.0,0.0,0.0,0.0,1.0,2015-05-11,2147,58.5,300.0
838,20100117_sample1,1.0,0.0,0.0,0.0,0.0,2010-01-17,4087,21.0,13.0
839,20131028_sample1,1.0,0.0,0.0,0.0,0.0,2013-10-28,2707,26.0,15.0
840,20000703_sample5,0.0,0.0,0.0,0.0,1.0,2000-07-03,7572,36.0,210.0
841,20080907_sample2,0.0,1.0,0.0,0.0,0.0,2008-09-07,4584,30.0,112.5
842,20040726_sample5,0.0,0.0,0.0,0.0,1.0,2004-07-26,6088,33.75,300.0
843,20150414_sample3,0.0,0.0,1.0,0.0,0.0,2015-04-14,2174,43.5,110.0
844,20130522_sample1,1.0,0.0,0.0,0.0,0.0,2013-05-22,2866,26.0,11.0
845,20010823_sample5,0.0,0.0,0.0,0.0,1.0,2001-08-23,7156,33.75,285.0
846,20131015_sample3,0.0,0.0,1.0,0.0,0.0,2013-10-15,2720,40.5,130.0
847,20051220_sample5,0.0,0.0,0.0,0.0,1.0,2005-12-20,5576,42.75,270.0
848,20150306_sample2,0.0,1.0,0.0,0.0,0.0,2015-03-06,2213,36.25,142.5
849,20200705_sample2,0.0,1.0,0.0,0.0,0.0,2020-07-05,265,37.5,120.0
850,20040723_sample1,1.0,0.0,0.0,0.0,0.0,2004-07-23,6091,18.0,16.0
851,20141016_sample2,0.0,1.0,0.0,0.0,0.0,2014-10-16,2354,35.0,120.0
852,20151014_sample2,0.0,1.0,0.0,0.0,0.0,2015-10-14,1991,32.5,142.5
853,20051115_sample5,0.0,0.0,0.0,0.0,1.0,2005-11-15,5611,33.75,270.0
854,20020821_sample3,0.0,0.0,1.0,0.0,0.0,2002-08-21,6793,16.5,160.0
855,20181026_sample5,0.0,0.0,0.0,0.0,1.0,2018-10-26,883,67.5,270.0
856,20101019_sample1,1.0,0.0,0.0,0.0,0.0,2010-10-19,3812,25.0,11.0
857,20170225_sample3,0.0,0.0,1.0,0.0,0.0,2017-02-25,1491,49.5,200.0
858,20060123_sample4,0.0,0.0,0.0,1.0,0.0,2006-01-23,5542,32.0,175.0
859,20050615_sample3,0.0,0.0,1.0,0.0,0.0,2005-06-15,5764,19.5,120.0
860,20150509_sample3,0.0,0.0,1.0,0.0,0.0,2015-05-09,2149,40.5,120.0
861,20180912_sample1,1.0,0.0,0.0,0.0,0.0,2018-09-12,927,30.0,17.0
862,20070419_sample5,0.0,0.0,0.0,0.0,1.0,2007-04-19,5091,36.0,255.0
863,20050804_sample3,0.0,0.0,1.0,0.0,0.0,2005-08-04,5714,22.5,160.0
864,20031024_sample4,0.0,0.0,0.0,1.0,0.0,2003-10-24,6364,26.0,212.5
865,20040704_sample1,1.0,0.0,0.0,0.0,0.0,2004-07-04,6110,20.0,13.0
866,20170326_sample2,0.0,1.0,0.0,0.0,0.0,2017-03-26,1462,42.5,90.0
867,20190120_sample3,0.0,0.0,1.0,0.0,0.0,2019-01-20,797,46.5,150.0
868,20120218_sample2,0.0,1.0,0.0,0.0,0.0,2012-02-18,3325,36.25,127.5
869,20140402_sample3,0.0,0.0,1.0,0.0,0.0,2014-04-02,2551,37.5,160.0
870,20180819_sample2,0.0,1.0,0.0,0.0,0.0,2018-08-19,951,37.5,97.5
871,20130627_sample1,1.0,0.0,0.0,0.0,0.0,2013-06-27,2830,28.0,10.0
